Time,RT,kW_Tot,kW_RT,CH Load,CH1,CH2,CH3,CH4,kW_CHH,kW_CHP,kW_CHS,kW_CDS,kW_CT,GPM,DeltaCHW,CHWS,CHWR,DeltaCDW,CDHI,CDLO,WBT,DeltaCT,Hz_ CHP,Hz_CHS,Hz_CDS,Hz_CT,Precent_CH,Precent_ CHP,Precent_CDS,Precent_CT
2023-12-01T00:00:00,201.2,208.7,1.037,39.6,0,1,0,0,135.6,23.3,0,30.9,18.9,1238,3.9,47,50.9,3.9,81.9,78,75.6,-2.4,48,0,47,47,65,11.2,14.8,9.1
2023-12-01T00:10:00,180.5,203.5,1.127,38.4,0,1,0,0,130.4,23.3,0,30.9,18.9,1238,3.5,47.3,50.8,3.8,81.7,77.9,75.6,-2.3,48,0,47,47,64.1,11.5,15.2,9.3
2023-12-01T00:20:00,170.2,200.8,1.179,37.6,0,1,0,0,127.8,23.3,0,30.9,18.9,1238,3.3,47.4,50.7,3.7,81.5,77.8,75.6,-2.2,48,0,47,47,63.6,11.6,15.4,9.4
2023-12-01T00:30:00,184.9,201.2,1.088,37.8,0,1,0,0,128.3,23.3,0,30.6,18.9,1233,3.6,47.2,50.8,3.8,81.4,77.6,75.6,-2,48,0,47,47,63.8,11.6,15.2,9.4
2023-12-01T00:40:00,176.4,181.4,1.028,34.6,0,1,0,0,117.6,24.1,0,30.8,8.9,1282.8,3.3,47.5,50.8,3.7,81.5,77.8,75.6,-2.2,48,0,47,47,64.8,13.3,17,4.9
2023-12-01T00:50:00,181.9,189.7,1.043,37,0,1,0,0,125.7,24.1,0,31,8.9,1284,3.4,47.4,50.8,3.1,83.4,80.3,75.6,-4.7,48,0,47,47,66.3,12.7,16.4,4.7
2023-12-01T01:00:00,179.5,193,1.076,38.1,0,1,0,0,129.2,24.1,0,31,8.7,1266.8,3.4,47.4,50.8,3.3,85.1,81.8,75.6,-6.2,48,0,47,47,66.9,12.5,16.1,4.5
2023-12-01T01:10:00,165.2,214.1,1.296,44.4,0,1,0,0,150.9,24,0,31,8.3,1279.1,3.1,47.4,50.5,3.4,86.2,82.8,75.6,-7.2,48,0,47,46,70.5,11.2,14.5,3.9
2023-12-01T01:20:00,170.4,207.6,1.218,42.5,0,1,0,0,144.2,24.1,0,31.1,8.3,1277.9,3.2,47.4,50.6,3.3,86.7,83.4,75.6,-7.8,48,0,47,46,69.4,11.6,15,4
2023-12-01T01:30:00,180.7,197.2,1.091,39.5,0,1,0,0,134.2,24,0,30.9,8.1,1275.5,3.4,47.3,50.7,3.5,87.3,83.8,75.6,-8.2,48,0,47,46,68.1,12.1,15.7,4.1
2023-12-01T01:40:00,164.7,202.8,1.231,41.1,0,1,0,0,139.6,24,0,30.9,8.2,1275.5,3.1,47.4,50.5,3.4,87.7,84.3,75.6,-8.7,48,0,47,46,68.9,11.9,15.3,4
2023-12-01T01:50:00,193.2,202.7,1.049,41.1,0,1,0,0,139.5,24,0,31,8.2,1287.7,3.6,47.2,50.8,3.5,87.9,84.4,75.6,-8.8,48,0,47,46,68.8,11.9,15.3,4
2023-12-01T02:00:00,0,66.4,0,0,0,0,0,0,0.4,24.9,0,32.8,8.3,0,0.9,49.7,50.6,1.5,86,84.5,76.1,-8.4,48,0,47,46,0.6,37.5,49.5,12.4
2023-12-01T02:10:00,0,24.3,0,0,0,0,0,0,0.4,23.9,0,0,0,0,1.7,51.2,52.9,1.2,84.8,83.6,76.1,-7.5,48,0,0,0,1.6,98.4,0,0
2023-12-01T02:20:00,0,24.3,0,0,0,0,0,0,0.4,23.9,0,0,0,0,1.6,53,54.6,1.1,84.7,83.6,76.1,-7.5,48,0,0,0,1.6,98.4,0,0
2023-12-01T02:30:00,0,24.5,0,0,0,0,0,0,0.4,24.1,0,0,0,0,1.7,54.6,56.3,1,84.7,83.7,76.1,-7.6,48,0,0,0,1.6,98.4,0,0
2023-12-01T02:40:00,0,24.2,0,0,0,0,0,0,0.2,24,0,0,0,0,1.4,56.1,57.5,1,84.7,83.7,76.1,-7.6,48,0,0,0,0.9,99.1,0,0
2023-12-01T02:50:00,0,24.4,0,0,0,0,0,0,0.4,24,0,0,0,0,1.6,57.5,59.1,1.1,84.8,83.7,76.1,-7.6,48,0,0,0,1.6,98.4,0,0
2023-12-01T03:00:00,0,25.4,0,0,0,0,0,0,1.4,24.1,0,0,0,0,1.5,58.7,60.2,1.1,84.8,83.7,74.1,-9.6,48,0,0,0,5.4,94.6,0,0
2023-12-01T03:10:00,0,25.5,0,0,0,0,0,0,1.4,24.1,0,0,0,0,1.7,59.7,61.4,1.2,84.9,83.7,74.1,-9.6,48,0,0,0,5.4,94.6,0,0
2023-12-01T03:20:00,0,25.5,0,0,0,0,0,0,1.4,24.1,0,0,0,0,1.5,60.9,62.4,1.3,85,83.7,74.1,-9.6,48,0,0,0,5.4,94.6,0,0
2023-12-01T03:30:00,0,24.7,0,0,0,0,0,0,0.4,24.3,0,0,0,0,1.7,61.9,63.6,1.4,85.1,83.7,74.1,-9.6,48,0,0,0,1.6,98.4,0,0
2023-12-01T03:40:00,0,24.6,0,0,0,0,0,0,0.4,24.2,0,0,0,0,1.8,62.7,64.5,1.5,85.2,83.7,74.1,-9.6,48,0,0,0,1.6,98.4,0,0
2023-12-01T03:50:00,0,24.5,0,0,0,0,0,0,0.4,24.1,0,0,0,0,1.5,63.7,65.2,1.6,85.3,83.7,74.1,-9.6,48,0,0,0,1.6,98.4,0,0
2023-12-01T04:00:00,87.1,121.3,1.392,16.9,1,0,0,0,57.4,24.2,0,31.3,8.3,1307,1.6,64,65.6,1.4,84,82.6,74.3,-8.3,48,0,47,46,47.3,20,25.8,6.9
2023-12-01T04:10:00,341.6,263,0.77,58.7,1,0,0,0,199.1,24.1,0,31.4,8.4,1322.5,6.2,57.1,63.3,5.3,89.7,84.4,74.3,-10.1,48,0,47,46,75.7,9.2,11.9,3.2
2023-12-01T04:20:00,294.9,262.5,0.89,58.6,1,0,0,0,198.9,23.9,0,31.5,8.2,1310.6,5.4,53.9,59.3,5.4,92.8,87.4,74.3,-13.1,48,0,47,46,75.8,9.1,12,3.1
2023-12-01T04:30:00,268.3,277.2,1.033,62.9,1,0,0,0,213.4,24,0,31.8,8.1,1314.2,4.9,51.6,56.5,5.1,94.1,89,74.3,-14.7,48,0,47,46,77,8.6,11.5,2.9
2023-12-01T04:40:00,300.6,286,0.951,65.5,1,0,0,0,222.3,23.9,0,31.7,8.2,1311.8,5.5,48.3,53.8,5.3,96,90.7,74.3,-16.4,48,0,47,46,77.7,8.3,11.1,2.9
2023-12-01T04:50:00,263.3,256.5,0.974,54,1,0,0,0,183.4,24,0,31.7,17.4,1316.6,4.8,47.3,52.1,6.8,93.1,86.3,74.3,-12,48,0,47,46,71.5,9.3,12.4,6.8
2023-12-01T05:00:00,213.7,226.2,1.059,45,1,0,0,0,152.7,24.1,0,31.4,18,1349.5,3.8,47.6,51.4,4.8,87,82.2,75.9,-6.3,48,0,47,46,67.5,10.7,13.9,7.9
2023-12-01T05:10:00,273.9,232.9,0.85,47,1,0,0,0,159.5,24.2,0,31.5,17.7,1341.3,4.9,47.1,52,4.7,85,80.3,75.9,-4.4,48,0,47,46,68.5,10.4,13.5,7.6
2023-12-01T05:20:00,276.2,219.5,0.795,43,1,0,0,0,145.9,24.1,0,31.6,17.9,1353,4.9,47,51.9,4.6,84.1,79.5,75.9,-3.6,48,0,47,46,66.5,11,14.4,8.2
2023-12-01T05:30:00,264.5,212,0.801,40.8,1,0,0,0,138.4,24.1,0,31.8,17.7,1350.6,4.7,47.1,51.8,4.4,83.6,79.2,75.9,-3.3,48,0,47,46,65.3,11.4,15,8.3
2023-12-01T05:40:00,265.6,217.5,0.819,42.3,1,0,0,0,143.7,24.2,0,31.6,18,1356.4,4.7,47.3,52,4.5,83.5,79,75.9,-3.1,48,0,47,46,66.1,11.1,14.5,8.3
2023-12-01T05:50:00,264.3,215.3,0.815,41.9,1,0,0,0,142.1,24.2,0,31.6,17.5,1349.5,4.7,47.2,51.9,4.5,83.4,78.9,75.9,-3,48,0,47,46,66,11.3,14.7,8.1
2023-12-01T06:00:00,257.1,213.3,0.83,41.3,1,0,0,0,140,24.1,0,31.5,17.6,1341.3,4.6,47.3,51.9,4.4,83.1,78.7,73.4,-5.3,48,0,47,46,65.7,11.3,14.8,8.3
2023-12-01T06:10:00,275.5,218.2,0.792,42.7,1,0,0,0,144.8,24,0,31.6,17.8,1349.5,4.9,47.3,52.2,4.4,83.3,78.9,73.4,-5.5,48,0,47,46,66.3,11,14.5,8.1
2023-12-01T06:20:00,279.7,215.9,0.772,41.8,1,0,0,0,142,24.4,0,31.6,18,1342.5,5,47.1,52.1,4.6,83.6,79,73.4,-5.6,48,0,47,46,65.8,11.3,14.6,8.3
2023-12-01T06:30:00,258.4,215.5,0.834,41.9,1,0,0,0,142.2,24.2,0,31.5,17.6,1348.3,4.6,47.3,51.9,4.5,83.6,79.1,73.4,-5.7,48,0,47,46,66,11.2,14.6,8.2
2023-12-01T06:40:00,286.8,250.1,0.872,52,1,0,0,0,176.3,24.4,0,31.6,17.8,1349.5,5.1,46.5,51.6,4.9,84.3,79.4,73.4,-6,48,0,47,46,70.5,9.7,12.6,7.1
2023-12-01T06:50:00,288.7,228.1,0.79,45.2,1,0,0,0,154.4,24.4,0,31.6,17.8,1358.7,5.1,46.3,51.4,4.8,84.6,79.8,73.4,-6.4,48,0,47,46,67.7,10.7,13.9,7.8
2023-12-01T07:00:00,292.1,228.2,0.781,45.4,1,0,0,0,154.9,24.2,0,31.5,17.6,1348.3,5.2,46.2,51.4,4.8,84.4,79.6,73.4,-6.2,48,0,47,46,67.9,10.6,13.8,7.7
2023-12-01T07:10:00,293.1,229.9,0.784,45.1,1,0,0,0,153.1,24.2,0,33.6,18.9,1353,5.2,46.2,51.4,4.6,83.9,79.3,73.4,-5.9,48,0,48,47,66.6,10.5,14.6,8.2
2023-12-01T07:20:00,305.7,232.5,0.76,46,1,0,0,0,156,24.4,0,33.3,18.9,1358.7,5.4,46.1,51.5,4.8,84,79.2,73.4,-5.8,48,0,48,47,67.1,10.5,14.3,8.1
2023-12-01T07:30:00,289.5,233,0.805,46.2,1,0,0,0,156.6,24.3,0,33.3,18.9,1362.2,5.1,46.4,51.5,4.7,84,79.3,73.4,-5.9,48,0,48,47,67.2,10.4,14.3,8.1
2023-12-01T07:40:00,283.3,237.8,0.839,47.5,1,0,0,0,161.1,24.3,0,33.6,18.8,1359.9,5,46.4,51.4,4.8,84,79.2,73.4,-5.8,48,0,48,47,67.8,10.2,14.1,7.9
2023-12-01T07:50:00,305.2,236.8,0.776,47.3,1,0,0,0,160.5,24.3,0,33.3,18.7,1356.4,5.4,46.3,51.7,4.9,84.3,79.4,73.4,-6,48,0,48,47,67.8,10.2,14.1,7.9
2023-12-01T08:00:00,291.7,236.7,0.811,47,1,0,0,0,159.5,24.2,0,34,19,1372.5,5.1,46.4,51.5,5,84.4,79.4,74.3,-5.1,48,0,48,47,67.4,10.2,14.4,8
2023-12-01T08:10:00,312.2,239.1,0.766,47.2,1,0,0,0,160.2,24.3,0,35.9,18.7,1362.2,5.5,46.3,51.8,4.9,84.6,79.7,74.3,-5.4,48,0,49,47,67,10.1,15,7.8
2023-12-01T08:20:00,300.8,236.4,0.786,46.3,1,0,0,0,157.3,24.2,0,36.2,18.8,1362.2,5.3,46.3,51.6,4.9,84.7,79.8,74.3,-5.5,48,0,49,47,66.5,10.2,15.3,7.9
2023-12-01T08:30:00,0,78.8,0,0,0,0,0,0,0.2,24.1,0,35.7,18.8,0,5,46.5,51.5,4.8,84.7,79.9,74.3,-5.6,48,0,49,47,0.2,30.6,45.3,23.8
2023-12-01T08:40:00,298.3,245.3,0.823,49.2,1,0,0,0,166.9,24.1,0,35.5,18.8,1350.6,5.3,46.4,51.7,4.8,84.7,79.9,74.3,-5.6,48,0,49,47,68,9.8,14.5,7.7
2023-12-01T08:50:00,299.8,274.3,0.915,57.6,1,0,0,0,195.3,24.2,0,35.8,19,1357.6,5.3,46.2,51.5,4.9,84.8,79.9,74.3,-5.6,48,0,49,47,71.2,8.8,13.1,6.9
2023-12-01T09:00:00,295.4,246.9,0.836,49.5,1,0,0,0,167.8,24.3,0,35.7,19,1363.4,5.2,46.2,51.4,5,85,80,73.8,-6.2,48,0,49,47,68,9.8,14.5,7.7
2023-12-01T09:10:00,323,245,0.759,48.8,1,0,0,0,165.7,24.3,0,36.1,19,1359.9,5.7,46.3,52,4.9,84.9,80,73.8,-6.2,48,0,49,47,67.6,9.9,14.7,7.7
2023-12-01T09:20:00,322.2,258.7,0.803,53,1,0,0,0,179.8,24.4,0,35.7,18.9,1356.4,5.7,46.3,52,5,85.2,80.2,73.8,-6.4,48,0,49,47,69.5,9.4,13.8,7.3
2023-12-01T09:30:00,307.7,252.5,0.821,51.3,1,0,0,0,173.9,24.1,0,35.6,18.8,1342.5,5.5,46.3,51.8,4.9,85.2,80.3,73.8,-6.5,48,0,49,47,68.9,9.6,14.1,7.5
2023-12-01T09:40:00,356.7,301.2,0.845,65.6,1,0,0,0,222.5,24.4,0,35.7,18.7,1358.7,6.3,46.3,52.6,5.5,86,80.5,73.8,-6.7,48,0,49,47,73.9,8.1,11.9,6.2
2023-12-01T09:50:00,358.2,271.6,0.758,56.6,1,0,0,0,193,24.3,0,35.5,18.8,1364.5,6.3,46.2,52.5,5.7,86.7,81,73.8,-7.2,48,0,49,47,71,8.9,13.1,6.9
2023-12-01T10:00:00,374,273.5,0.731,57.1,1,0,0,0,194.6,24.3,0,35.8,18.8,1359.9,6.6,46.1,52.7,5.8,87,81.2,75,-6.2,48,0,49,47,71.1,8.9,13.1,6.9
2023-12-01T10:10:00,357.9,276.4,0.772,58,1,0,0,0,196.6,24.3,0,35.5,20,1363.4,6.3,46.6,52.9,5.6,87.1,81.5,75,-6.5,48,0,49,48,71.1,8.8,12.9,7.2
2023-12-01T10:20:00,380.9,296.1,0.777,63.7,1,0,0,0,216,24.4,0,36,19.8,1364.5,6.7,46.4,53.1,5.7,87.3,81.6,75,-6.6,48,0,49,48,72.9,8.2,12.1,6.7
2023-12-01T10:30:00,359.4,291,0.81,62.1,1,0,0,0,210.8,24.3,0,35.8,20,1369.1,6.3,46.5,52.8,5.7,87.3,81.6,75,-6.6,48,0,49,48,72.5,8.4,12.3,6.9
2023-12-01T10:40:00,366.3,274.9,0.75,57.4,1,0,0,0,194.8,24.3,0,35.7,20.2,1373.7,6.4,46.4,52.8,5.8,87.5,81.7,75,-6.7,48,0,49,48,70.9,8.8,13,7.3
2023-12-01T10:50:00,0,80.5,0,0,0,0,0,0,0.2,24.3,0,35.8,20.2,0,6.4,46.6,53,5.9,87.6,81.7,75,-6.7,48,0,49,48,0.2,30.2,44.5,25.2
2023-12-01T11:00:00,356.7,297.1,0.833,64,1,0,0,0,217,24.2,0,35.9,20,1358.7,6.3,46.6,52.9,5.9,87.8,81.9,75.7,-6.2,48,0,49,48,73.1,8.1,12.1,6.7
2023-12-01T11:10:00,387.6,294.5,0.76,63.6,1,0,0,0,215.9,23,0,35.7,19.9,1348.3,6.9,46.2,53.1,5.8,88.1,82.3,75.7,-6.6,47,0,49,48,73.3,7.8,12.1,6.8
2023-12-01T11:20:00,355.8,284.3,0.799,60.6,1,0,0,0,205.7,22.9,0,35.8,19.8,1334.3,6.4,46.6,53,5.7,88.4,82.7,75.7,-7,47,0,49,48,72.4,8.1,12.6,7
2023-12-01T11:30:00,369.2,295.8,0.801,64.1,1,0,0,0,217.3,23,0,35.5,20,1342.5,6.6,46.3,52.9,5.8,88.7,82.9,75.7,-7.2,47,0,49,48,73.5,7.8,12,6.8
2023-12-01T11:40:00,363.3,305.8,0.842,67,1,0,0,0,227.4,22.8,0,35.8,19.9,1341.3,6.5,46.5,53,5.8,88.9,83.1,75.7,-7.4,47,0,49,48,74.3,7.5,11.7,6.5
2023-12-01T11:50:00,383.3,303.2,0.791,66.4,1,0,0,0,225.1,22.8,0,35.8,19.6,1353,6.8,46.3,53.1,6.1,89.2,83.1,75.7,-7.4,47,0,49,48,74.2,7.5,11.8,6.5
2023-12-01T12:00:00,382.7,306,0.8,67.1,1,0,0,0,227.6,22.9,0,35.9,19.6,1350.6,6.8,46.3,53.1,6,89.1,83.1,76.8,-6.3,47,0,49,48,74.4,7.5,11.7,6.4
2023-12-01T12:10:00,370.1,292.6,0.791,62.9,1,0,0,0,213.5,22.9,0,35.6,20.6,1346,6.6,46.6,53.2,6,89.2,83.2,76.8,-6.4,47,0,49,49,72.9,7.8,12.2,7.1
2023-12-01T12:20:00,386.3,303.6,0.786,66.1,1,0,0,0,224.1,22.8,0,35.7,20.9,1343.7,6.9,46.6,53.5,6.1,89.6,83.5,76.8,-6.7,47,0,49,49,73.8,7.5,11.8,6.9
2023-12-01T12:30:00,373.8,303.8,0.813,66,1,0,0,0,224,22.9,0,35.9,21,1339,6.7,46.5,53.2,6.1,89.8,83.7,76.8,-6.9,47,0,49,49,73.7,7.5,11.8,6.9
2023-12-01T12:40:00,374.1,298.8,0.799,64.7,1,0,0,0,219.4,23,0,35.6,20.7,1340.2,6.7,46.4,53.1,6.2,90,83.8,76.8,-7,47,0,49,49,73.4,7.7,11.9,6.9
2023-12-01T12:50:00,366.9,294,0.801,63.2,1,0,0,0,214.4,23,0,35.7,20.9,1334.3,6.6,46.5,53.1,6,89.8,83.8,76.8,-7,47,0,49,49,72.9,7.8,12.2,7.1
2023-12-01T13:00:00,376.4,293.7,0.78,62.9,1,0,0,0,214.4,22.9,0,35.6,20.7,1348.3,6.7,46.5,53.2,6.1,89.8,83.7,77.9,-5.8,47,0,49,49,73,7.8,12.1,7
2023-12-01T13:10:00,387,310.2,0.801,67.7,1,0,0,0,230.5,22.9,0,35.8,20.9,1346,6.9,46.3,53.2,6.3,90.1,83.8,77.9,-5.9,47,0,49,49,74.3,7.4,11.5,6.7
2023-12-01T13:20:00,374.1,301.4,0.806,65.4,1,0,0,0,221.9,23,0,35.5,20.9,1340.2,6.7,46.7,53.4,6.1,90,83.9,77.9,-6,47,0,49,49,73.6,7.6,11.8,6.9
2023-12-01T13:30:00,365.5,294.5,0.806,63.4,1,0,0,0,215,23,0,35.7,20.8,1349.5,6.5,46.7,53.2,6,90,84,77.9,-6.1,47,0,49,49,73,7.8,12.1,7
2023-12-01T13:40:00,377.4,297.3,0.788,64.2,1,0,0,0,217.9,22.7,0,35.7,21,1332,6.8,46.4,53.2,6.1,90.3,84.2,77.9,-6.3,47,0,49,49,73.3,7.6,12,7
2023-12-01T13:50:00,382.7,291.5,0.762,62.6,1,0,0,0,212.3,23,0,35.6,20.7,1350.6,6.8,46.4,53.2,6.1,90.1,84,77.9,-6.1,47,0,49,49,72.8,7.9,12.2,7.1
2023-12-01T14:00:00,410.1,310,0.756,68,1,0,0,0,230.8,22.9,0,35.6,20.7,1348.3,7.3,46.3,53.6,6.5,90.8,84.3,79.2,-5.1,47,0,49,49,74.4,7.4,11.5,6.7
2023-12-01T14:10:00,360.7,289.3,0.802,61.8,1,0,0,0,209.5,22.8,0,36,21,1332,6.5,46.6,53.1,5.9,90.2,84.3,79.2,-5.1,47,0,49,49,72.4,7.9,12.4,7.3
2023-12-01T14:20:00,370.5,301.3,0.813,65.3,1,0,0,0,221.6,22.9,0,35.8,21,1347.2,6.6,46.6,53.2,5.9,90.1,84.2,79.2,-5,47,0,49,49,73.6,7.6,11.9,7
2023-12-01T14:30:00,380,308.1,0.811,67.3,1,0,0,0,228.3,23,0,35.8,21.1,1341.3,6.8,46.6,53.4,6,90.2,84.2,79.2,-5,47,0,49,49,74.1,7.5,11.6,6.8
2023-12-01T14:40:00,364.2,316.1,0.868,69.8,1,0,0,0,236.8,22.9,0,35.7,20.7,1344.8,6.5,46.7,53.2,6,90.3,84.3,79.2,-5.1,47,0,49,49,74.9,7.2,11.3,6.5
2023-12-01T14:50:00,392.2,332.4,0.847,74.5,1,0,0,0,252.9,22.9,0,35.5,21.1,1344.8,7,46.5,53.5,6.3,90.4,84.1,79.2,-4.9,47,0,49,49,76.1,6.9,10.7,6.3
2023-12-01T15:00:00,379.4,292.8,0.772,62.8,1,0,0,0,213.2,22.9,0,35.6,21.1,1339,6.8,46.7,53.5,6.2,90.3,84.1,78.6,-5.5,47,0,49,49,72.8,7.8,12.2,7.2
2023-12-01T15:10:00,411.9,309.4,0.751,67.7,1,0,0,0,229.8,23,0,35.8,20.8,1354.1,7.3,46.2,53.5,6.5,90.9,84.4,78.6,-5.8,47,0,49,49,74.3,7.4,11.6,6.7
2023-12-01T15:20:00,374.1,311.3,0.832,68.4,1,0,0,0,232,23.1,0,35.6,20.6,1340.2,6.7,46.8,53.5,6.2,90.6,84.4,78.6,-5.8,47,0,49,49,74.5,7.4,11.4,6.6
2023-12-01T15:30:00,409.4,322.6,0.788,71.6,1,0,0,0,242.8,23,0,35.7,21.2,1346,7.3,46.4,53.7,6.5,91.1,84.6,78.6,-6,47,0,49,49,75.2,7.1,11.1,6.6
2023-12-01T15:40:00,420.6,309.2,0.735,67.8,1,0,0,0,229.9,23.1,0,35.6,20.7,1346,7.5,46.3,53.8,6.5,91,84.5,78.6,-5.9,47,0,49,49,74.4,7.5,11.5,6.7
2023-12-01T15:50:00,391.9,292.7,0.747,63,1,0,0,0,213.7,22.9,0,35.6,20.6,1343.7,7,46.8,53.8,6.4,91.1,84.7,78.6,-6.1,47,0,49,49,73,7.8,12.2,7
2023-12-01T16:00:00,379.7,297.6,0.784,64.3,1,0,0,0,218.3,22.9,0,35.7,20.7,1340.2,6.8,46.9,53.7,6.5,91.2,84.7,78.6,-6.1,47,0,49,49,73.3,7.7,12,6.9
2023-12-01T16:10:00,411.5,307.3,0.747,66.8,1,0,0,0,227.6,23,0,35.9,20.8,1353,7.3,46.7,54,6.4,91,84.6,78.6,-6,47,0,49,49,74.1,7.5,11.7,6.8
2023-12-01T16:20:00,404.1,323.2,0.8,71.5,1,0,0,0,243.5,23,0,35.8,20.8,1347.2,7.2,46.6,53.8,6.8,91.7,84.9,78.6,-6.3,47,0,49,49,75.3,7.1,11.1,6.4
2023-12-01T16:30:00,406.2,330.2,0.813,73.6,1,0,0,0,250.6,23,0,35.8,20.8,1354.1,7.2,46.4,53.6,6.8,91.5,84.7,78.6,-6.1,47,0,49,49,75.9,7,10.9,6.3
2023-12-01T16:40:00,409.4,334.4,0.817,75.1,1,0,0,0,254.6,23,0,36,20.9,1346,7.3,46.5,53.8,6.3,91.2,84.9,78.6,-6.3,47,0,49,49,76.1,6.9,10.8,6.2
2023-12-01T16:50:00,392.6,314.6,0.801,69.4,1,0,0,0,235.5,22.8,0,35.8,20.6,1346,7,46.6,53.6,6.5,91.3,84.8,78.6,-6.2,47,0,49,49,74.8,7.2,11.4,6.6
2023-12-01T17:00:00,375.1,315.4,0.841,69.4,1,0,0,0,235.6,23.1,0,35.9,20.9,1343.7,6.7,46.8,53.5,6.3,91.1,84.8,78.1,-6.7,47,0,49,49,74.7,7.3,11.4,6.6
2023-12-01T17:10:00,359.6,302,0.84,65.6,1,0,0,0,222.4,23,0,35.7,20.8,1348.3,6.4,46.8,53.2,6.3,91,84.7,78.1,-6.6,47,0,49,49,73.7,7.6,11.8,6.9
2023-12-01T17:20:00,404.5,294.8,0.729,63.4,1,0,0,0,215.2,23,0,35.8,20.9,1348.3,7.2,46.1,53.3,6.3,90.8,84.5,78.1,-6.4,47,0,49,49,73,7.8,12.1,7.1
2023-12-01T17:30:00,385.6,319.4,0.828,70.7,1,0,0,0,239.8,23.1,0,35.7,20.8,1341.3,6.9,46.5,53.4,6.3,90.8,84.5,78.1,-6.4,47,0,49,49,75.1,7.2,11.2,6.5
2023-12-01T17:40:00,365.2,296.1,0.811,63.7,1,0,0,0,216.1,23,0,35.9,21.1,1348.3,6.5,46.8,53.3,6,90.5,84.5,78.1,-6.4,47,0,49,49,73,7.8,12.1,7.1
2023-12-01T17:50:00,397.8,289.7,0.728,61.9,1,0,0,0,210.1,23.1,0,35.6,21,1344.8,7.1,46.5,53.6,6.2,90.8,84.6,78.1,-6.5,47,0,49,49,72.5,8,12.3,7.3
2023-12-01T18:00:00,403.1,304,0.754,66,1,0,0,0,223.9,23,0,36,21.1,1343.7,7.2,46.2,53.4,6.5,90.9,84.4,77.5,-6.9,47,0,49,49,73.6,7.6,11.9,6.9
2023-12-01T18:10:00,378.1,319.3,0.845,70.9,1,0,0,0,240.5,24.4,0,33.5,20.9,1374.8,6.6,46.5,53.1,6.7,91.4,84.7,77.5,-7.2,48,0,48,49,75.3,7.6,10.5,6.5
2023-12-01T18:20:00,371.7,315.2,0.848,69.6,1,0,0,0,236.3,24.5,0,33.5,20.9,1372.5,6.5,46.6,53.1,6.5,91.3,84.8,77.5,-7.3,48,0,48,49,74.9,7.8,10.6,6.6
2023-12-01T18:30:00,362.1,302.3,0.835,65.9,1,0,0,0,223.4,24.3,0,33.5,21.1,1379.4,6.3,46.7,53,6.3,91.1,84.8,77.5,-7.3,48,0,48,49,73.9,8,11.1,7
2023-12-01T18:40:00,348.8,284.3,0.815,60.5,1,0,0,0,205.4,24.5,0,33.5,21,1372.5,6.1,46.6,52.7,5.9,90.6,84.7,77.5,-7.2,48,0,48,49,72.2,8.6,11.8,7.4
2023-12-01T18:50:00,362.9,314.1,0.865,69.3,1,0,0,0,235.1,24.4,0,33.7,21,1361.1,6.4,46.1,52.5,6.4,90.7,84.3,77.5,-6.8,48,0,48,49,74.8,7.8,10.7,6.7
2023-12-01T19:00:00,387.3,305.1,0.788,66.7,1,0,0,0,226.1,24.3,0,33.5,21.2,1366.8,6.8,46.1,52.9,6.4,90.6,84.2,76.3,-7.9,48,0,48,49,74.1,8,11,6.9
2023-12-01T19:10:00,337.4,292.3,0.866,62.8,1,0,0,0,213.1,24.4,0,33.7,21.1,1372.5,5.9,46.5,52.4,5.9,90.2,84.3,76.3,-8,48,0,48,49,72.9,8.3,11.5,7.2
2023-12-01T19:20:00,359.7,288.5,0.802,61.7,1,0,0,0,209.3,24.3,0,33.7,21.2,1370.2,6.3,46.4,52.7,6,90,84,76.3,-7.7,48,0,48,49,72.5,8.4,11.7,7.4
2023-12-01T19:30:00,369.9,291.9,0.789,62.7,1,0,0,0,212.8,24.5,0,33.8,20.8,1365.6,6.5,46.3,52.8,5.9,89.7,83.8,76.3,-7.5,48,0,48,49,72.9,8.4,11.6,7.1
2023-12-01T19:40:00,343.1,288.3,0.84,61.4,1,0,0,0,209.2,24.4,0,33.8,21,1372.5,6,46.7,52.7,5.9,89.6,83.7,76.3,-7.4,48,0,48,49,72.5,8.5,11.7,7.3
2023-12-01T19:50:00,336.3,286.8,0.853,61,1,0,0,0,208,24.3,0,33.5,21,1367.9,5.9,46.5,52.4,5.7,89.2,83.5,76.3,-7.2,48,0,48,49,72.5,8.5,11.7,7.3
2023-12-01T20:00:00,326.5,285,0.873,60.8,1,0,0,0,206.2,24.3,0,33.6,20.9,1374.8,5.7,46.3,52,5.6,88.3,82.7,77.4,-5.3,48,0,48,49,72.4,8.5,11.8,7.3
2023-12-01T20:10:00,320.5,276.3,0.862,58.4,1,0,0,0,198.3,24.3,0,33.8,19.9,1373.7,5.6,46.4,52,5.5,88.1,82.6,77.4,-5.2,48,0,48,48,71.8,8.8,12.2,7.2
2023-12-01T20:20:00,314.3,286.2,0.911,61.4,1,0,0,0,208.3,24.2,0,33.7,20,1371.4,5.5,46.5,52,5.4,87.8,82.4,77.4,-5,48,0,48,48,72.8,8.5,11.8,7
2023-12-01T20:30:00,315.6,278.4,0.882,59.1,1,0,0,0,200.5,24.3,0,33.8,19.9,1377.1,5.5,46.4,51.9,5.3,87.7,82.4,77.4,-5,48,0,48,48,72,8.7,12.1,7.1
