Time,RT,kW_Tot,kW_RT,CH Load,CH1,CH2,CH3,CH4,kW_CHH,kW_CHP,kW_CHS,kW_CDS,kW_CT,GPM,DeltaCHW,CHWS,CHWR,DeltaCDW,CDHI,CDLO,WBT,DeltaCT,Hz_ CHP,Hz_CHS,Hz_CDS,Hz_CT,Precent_CH,Precent_ CHP,Precent_CDS,Precent_CT
2024-03-17T23:30:00,221,217.2,0.983,42.8,1,0,0,0,145.2,20.6,0,33.1,18.3,1293.8,4.1,46.2,50.3,4.3,85.1,80.8,72.7,-8.1,46,0,48,48,66.8,9.5,15.2,8.4
2024-03-17T23:40:00,193.7,200.9,1.037,38,1,0,0,0,129.1,20.4,0,32.9,18.5,1291.3,3.6,46.3,49.9,4,84.5,80.5,72.7,-7.8,46,0,48,48,64.3,10.2,16.4,9.2
2024-03-17T23:50:00,194.6,211.6,1.087,41.1,1,0,0,0,139.5,20.5,0,33.2,18.5,1297.4,3.6,46.3,49.9,4.1,84.4,80.3,72.7,-7.6,46,0,48,48,65.9,9.7,15.7,8.7
2024-03-18T00:00:00,173.7,193.9,1.116,35.9,1,0,0,0,121.8,20.6,0,33.1,18.4,1263.1,3.3,46.3,49.6,3.7,83.9,80.2,72.7,-7.5,46,0,48,48,62.8,10.6,17.1,9.5
2024-03-18T00:10:00,194.8,205.7,1.056,39.5,1,0,0,0,134.2,20.7,0,32.7,18.2,1298.6,3.6,46.2,49.8,4,84,80,72.7,-7.3,46,0,48,48,65.2,10,15.9,8.8
2024-03-18T00:20:00,214.8,266.2,1.239,57.3,1,0,0,0,194.4,20.3,0,33.1,18.4,1288.9,4,46,50,4.1,84.1,80,72.7,-7.3,46,0,48,48,73,7.6,12.4,6.9
2024-03-18T00:30:00,207.9,189,0.909,34.5,1,0,0,0,117.2,20.5,0,32.8,18.5,1279.1,3.9,45.9,49.8,4,83.8,79.8,72.7,-7.1,46,0,48,48,62,10.9,17.3,9.8
2024-03-18T00:40:00,197.8,232.1,1.174,47.2,1,0,0,0,160.3,20.6,0,33,18.2,1282.8,3.7,46.1,49.8,3.9,83.8,79.9,72.7,-7.2,46,0,48,48,69.1,8.9,14.2,7.9
2024-03-18T00:50:00,171.9,247.9,1.443,51.8,1,0,0,0,175.8,20.7,0,33.2,18.3,1288.9,3.2,46.5,49.7,3.6,83.5,79.9,72.7,-7.2,46,0,48,48,70.9,8.3,13.4,7.4
2024-03-18T01:00:00,173.3,175.9,1.015,31,1,0,0,0,105.4,19.2,0,32.9,18.4,1260.6,3.3,46.2,49.5,3.7,83.4,79.7,72.7,-7,45,0,48,48,59.9,10.9,18.7,10.5
2024-03-18T01:10:00,195.9,173.2,0.884,30.3,1,0,0,0,102.8,19.2,0,32.7,18.4,1270.5,3.7,46.2,49.9,3.7,83.4,79.7,72.7,-7,45,0,48,48,59.4,11.1,18.9,10.6
2024-03-18T01:20:00,193.2,243.3,1.259,50.9,1,0,0,0,172.7,19.2,0,33.1,18.3,1253.1,3.7,46.1,49.8,3.9,83.2,79.3,72.7,-6.6,45,0,48,48,71,7.9,13.6,7.5
2024-03-18T01:30:00,179.5,230.9,1.287,47.1,1,0,0,0,160,19.3,0,33.2,18.4,1266.8,3.4,46.6,50,3.4,82.9,79.5,72.7,-6.8,45,0,48,48,69.3,8.4,14.4,8
2024-03-18T01:40:00,168.7,162.5,0.963,27.1,1,0,0,0,92.1,19.2,0,32.7,18.5,1265.6,3.2,46.8,50,3.7,83.1,79.4,72.7,-6.7,45,0,48,48,56.7,11.8,20.1,11.4
2024-03-18T01:50:00,195.3,169.8,0.869,29.1,1,0,0,0,98.7,19.3,0,33.1,18.6,1266.8,3.7,46,49.7,4,83.2,79.2,72.7,-6.5,45,0,48,48,58.2,11.4,19.5,11
2024-03-18T02:00:00,199.4,244.8,1.228,51.4,1,0,0,0,174.4,19.3,0,32.6,18.6,1259.4,3.8,45.8,49.6,4,83,79,72.7,-6.3,45,0,48,48,71.2,7.9,13.3,7.6
2024-03-18T02:10:00,151.1,240.1,1.589,50,1,0,0,0,169.6,19.2,0,32.9,18.5,1250.6,2.9,46.6,49.5,3.4,82.2,78.8,72.7,-6.1,45,0,48,48,70.6,8,13.7,7.7
2024-03-18T02:20:00,176.3,167.7,0.951,28.8,1,0,0,0,97.7,19,0,32.7,18.4,1244.4,3.4,46.2,49.6,3.5,82.1,78.6,72.7,-5.9,45,0,48,48,58.2,11.3,19.5,11
2024-03-18T02:30:00,187.2,165.2,0.882,27.6,1,0,0,0,94.8,19.2,0,32.9,18.3,1248.1,3.6,45.7,49.3,3.5,81.9,78.4,72.7,-5.7,45,0,48,48,57.4,11.6,19.9,11
2024-03-18T02:40:00,170.4,233.7,1.372,47.8,1,0,0,0,163.2,19.2,0,32.8,18.5,1239.3,3.3,46.3,49.6,3.6,81.8,78.2,72.7,-5.5,45,0,48,48,69.8,8.2,14,7.9
2024-03-18T02:50:00,162.3,222.6,1.371,44.8,1,0,0,0,151.9,19.2,0,33.1,18.5,1256.9,3.1,46.5,49.6,3.4,81.6,78.2,72.7,-5.5,45,0,48,48,68.2,8.6,14.9,8.3
2024-03-18T03:00:00,161.1,162.5,1.009,27.1,1,0,0,0,92.1,19.1,0,32.8,18.5,1246.9,3.1,46.3,49.4,3.6,81.4,77.8,72.7,-5.1,45,0,48,48,56.7,11.8,20.2,11.4
2024-03-18T03:10:00,169.2,152,0.899,24,1,0,0,0,81.6,19,0,33,18.4,1230.4,3.3,46.1,49.4,3.6,81.5,77.9,72.7,-5.2,45,0,48,48,53.7,12.5,21.7,12.1
2024-03-18T03:20:00,180.5,208,1.152,40.6,1,0,0,0,137.9,19,0,32.7,18.5,1238,3.5,46.3,49.8,3.5,81.3,77.8,72.7,-5.1,45,0,48,48,66.3,9.1,15.7,8.9
2024-03-18T03:30:00,165.6,208.4,1.259,40.6,1,0,0,0,137.9,19.2,0,33,18.4,1241.8,3.2,46,49.2,3.5,81.1,77.6,72.7,-4.9,45,0,48,48,66.1,9.2,15.8,8.8
2024-03-18T03:40:00,193.2,213.4,1.104,42.1,1,0,0,0,142.8,19.2,0,32.9,18.4,1253.1,3.7,45.8,49.5,3.5,81.1,77.6,72.7,-4.9,45,0,48,48,66.9,9,15.4,8.6
2024-03-18T03:50:00,176.1,193,1.096,36,1,0,0,0,122.4,19,0,33,18.5,1243.1,3.4,46.1,49.5,3.5,80.9,77.4,72.7,-4.7,45,0,48,48,63.4,9.9,17.1,9.6
2024-03-18T04:00:00,155.9,151.6,0.972,23.8,1,0,0,0,80.8,19.2,0,33,18.5,1246.9,3,46.6,49.6,3.2,80.7,77.5,72.7,-4.8,45,0,48,48,53.3,12.7,21.8,12.2
2024-03-18T04:10:00,188,151.9,0.808,23.8,1,0,0,0,81,19.1,0,33.2,18.6,1253.1,3.6,46,49.6,3.5,80.7,77.2,72.7,-4.5,45,0,48,48,53.4,12.5,21.8,12.3
2024-03-18T04:20:00,171.3,224.1,1.308,45.2,1,0,0,0,153.5,19.1,0,33,18.4,1245.6,3.3,46.3,49.6,3.5,80.8,77.3,72.7,-4.6,45,0,48,48,68.5,8.5,14.7,8.2
2024-03-18T04:30:00,155.2,226.5,1.459,46,1,0,0,0,156.1,18.9,0,33.1,18.5,1241.8,3,46,49,3.4,80.3,76.9,72.7,-4.2,45,0,48,48,68.9,8.3,14.6,8.2
2024-03-18T04:40:00,181.7,171.2,0.942,29.6,1,0,0,0,100.6,19,0,33,18.6,1245.6,3.5,46,49.5,3.4,80.3,76.9,72.7,-4.2,45,0,48,48,58.8,11.1,19.2,10.9
2024-03-18T04:50:00,212.4,177.9,0.838,31.7,1,0,0,0,107.7,19.2,0,32.5,18.4,1243.1,4.1,46,50.1,3.8,80.7,76.9,72.7,-4.2,45,0,48,48,60.6,10.8,18.3,10.4
2024-03-18T05:00:00,191.1,191.5,1.002,35.6,1,0,0,0,121,19.3,0,33,18.3,1274.2,3.6,46.5,50.1,3.9,80.9,77,72.7,-4.3,45,0,48,48,63.1,10.1,17.2,9.5
2024-03-18T05:10:00,211.1,237,1.122,49,1,0,0,0,166.4,19.3,0,32.8,18.5,1266.8,4,46.4,50.4,3.9,81,77.1,72.7,-4.4,45,0,48,48,70.2,8.1,13.9,7.8
2024-03-18T05:20:00,236.4,184.9,0.782,33.6,1,0,0,0,114,19.3,0,33.1,18.5,1260.6,4.5,46.1,50.6,4.3,81.2,76.9,72.7,-4.2,45,0,48,48,61.7,10.4,17.9,10
2024-03-18T05:30:00,232.3,160.4,0.69,26.4,1,0,0,0,89.6,19.2,0,33.1,18.4,1266.8,4.4,46.2,50.6,4.1,81,76.9,72.7,-4.2,45,0,48,48,55.9,12,20.7,11.5
2024-03-18T05:40:00,258.9,242.5,0.937,50.6,1,0,0,0,171.8,19.3,0,33,18.5,1268.1,4.9,45.7,50.6,4.8,81.6,76.8,72.7,-4.1,45,0,48,48,70.8,8,13.6,7.6
2024-03-18T05:50:00,248.1,203.8,0.821,39.2,1,0,0,0,132.9,19.3,0,33.1,18.5,1266.8,4.7,45.4,50.1,4.5,81.6,77.1,72.7,-4.4,45,0,48,48,65.2,9.4,16.3,9.1
2024-03-18T06:00:00,235.9,207.7,0.88,40,1,0,0,0,136.7,19.3,0,33.2,18.5,1258.1,4.5,45.6,50.1,4.5,81.8,77.3,72.7,-4.6,45,0,48,48,65.8,9.3,16,8.9
2024-03-18T06:10:00,264.4,203.1,0.768,38.8,1,0,0,0,132.6,19.3,0,32.8,18.4,1269.3,5,45.2,50.2,4.6,81.7,77.1,72.7,-4.4,45,0,48,48,65.3,9.5,16.2,9.1
2024-03-18T06:20:00,248.6,204.4,0.822,39.4,1,0,0,0,133.7,19.3,0,32.9,18.5,1269.3,4.7,45.5,50.2,4.6,81.9,77.3,72.7,-4.6,45,0,48,48,65.4,9.5,16.1,9
2024-03-18T06:30:00,266.2,221.1,0.831,44.3,1,0,0,0,150.4,19.4,0,32.8,18.5,1277.9,5,45.3,50.3,4.7,82.1,77.4,72.7,-4.7,45,0,48,48,68,8.7,14.9,8.4
2024-03-18T06:40:00,243.3,205.4,0.844,39.6,1,0,0,0,134.4,19.3,0,33.1,18.6,1269.3,4.6,45.5,50.1,4.4,81.5,77.1,72.7,-4.4,45,0,48,48,65.4,9.4,16.1,9.1
2024-03-18T06:50:00,260.4,196.6,0.755,37.2,1,0,0,0,126.4,19.2,0,32.7,18.4,1275.5,4.9,45.3,50.2,4.7,81.6,76.9,72.7,-4.2,45,0,48,48,64.3,9.8,16.6,9.4
2024-03-18T07:00:00,298.5,211.4,0.708,41.1,1,0,0,0,139.5,19.4,0,33,19.5,1279.1,5.6,45.5,51.1,5.3,82.3,77,72.7,-4.3,45,0,48,49,66,9.2,15.6,9.2
2024-03-18T07:10:00,333.3,236.4,0.709,48.5,1,0,0,0,164.5,19.3,0,33,19.5,1290.1,6.2,45.3,51.5,5.3,83,77.7,72.7,-5,45,0,48,49,69.6,8.2,14,8.3
2024-03-18T07:20:00,308.5,234.1,0.759,47.8,1,0,0,0,162.1,19.4,0,33.1,19.6,1276.7,5.8,45.5,51.3,5.3,83.2,77.9,72.7,-5.2,45,0,48,49,69.2,8.3,14.1,8.4
2024-03-18T07:30:00,321,250,0.779,52.4,1,0,0,0,177.8,19.4,0,33.3,19.5,1284,6,45.1,51.1,5.6,83.7,78.1,72.7,-5.4,45,0,48,49,71.1,7.8,13.3,7.8
2024-03-18T07:40:00,327.6,227.4,0.694,45.9,1,0,0,0,155.7,19.3,0,32.8,19.6,1288.9,6.1,45.4,51.5,5.6,83.9,78.3,72.7,-5.6,45,0,48,49,68.5,8.5,14.4,8.6
2024-03-18T07:50:00,338.3,249.9,0.739,52.4,1,0,0,0,177.9,19.4,0,32.9,19.7,1288.9,6.3,45.5,51.8,5.9,84.4,78.5,72.7,-5.8,45,0,48,49,71.2,7.8,13.2,7.9
2024-03-18T08:00:00,375.8,249.1,0.663,51,1,0,0,0,173.2,22.1,0,33,20.7,1346,6.7,45.1,51.8,6.4,85.2,78.8,72.7,-6.1,47,0,48,50,69.5,8.9,13.3,8.3
2024-03-18T08:10:00,369.8,272.8,0.738,58.1,1,0,0,0,196.9,22.2,0,32.9,20.8,1344.8,6.6,45,51.6,6.4,85.6,79.2,72.7,-6.5,47,0,48,50,72.2,8.1,12.1,7.6
2024-03-18T08:20:00,328.6,283.8,0.864,61.4,1,0,0,0,208.2,22.1,0,32.8,20.8,1336.7,5.9,45.5,51.4,5.9,85.4,79.5,72.7,-6.8,47,0,48,50,73.3,7.8,11.5,7.3
2024-03-18T08:30:00,348.6,295.7,0.848,64.8,1,0,0,0,219.7,22.2,0,33,20.8,1349.5,6.2,45.3,51.5,5.9,85.3,79.4,72.7,-6.7,47,0,48,50,74.3,7.5,11.2,7
2024-03-18T08:40:00,363.6,285.4,0.785,61.8,1,0,0,0,209.6,22.3,0,32.9,20.6,1342.5,6.5,45,51.5,6.2,86,79.8,72.7,-7.1,47,0,48,50,73.4,7.8,11.5,7.2
2024-03-18T08:50:00,335,273.8,0.817,58.3,1,0,0,0,197.9,22.1,0,33.2,20.6,1340.2,6,45.4,51.4,6.1,86.6,80.5,72.7,-7.8,47,0,48,50,72.3,8.1,12.1,7.5
2024-03-18T09:00:00,342.6,267.7,0.782,55.5,1,0,0,0,188.3,23.5,0,35.3,20.7,1370.2,6,45.5,51.5,6.1,86.7,80.6,72.7,-7.9,48,0,49,50,70.3,8.8,13.2,7.7
2024-03-18T09:10:00,360.9,295.7,0.819,63.9,1,0,0,0,217,23.5,0,34.7,20.5,1374.8,6.3,45.4,51.7,6,86.5,80.5,72.7,-7.8,48,0,49,50,73.4,7.9,11.7,6.9
2024-03-18T09:20:00,381.5,301.3,0.79,65.1,1,0,0,0,222,23.7,0,35.1,20.5,1387.3,6.6,45.5,52.1,6.7,88.3,81.6,72.7,-8.9,48,0,49,50,73.7,7.9,11.6,6.8
2024-03-18T09:30:00,373.9,313.1,0.837,68.6,1,0,0,0,233.8,23.5,0,35.1,20.6,1380.5,6.5,45.5,52,6.5,88.2,81.7,72.7,-9,48,0,49,50,74.7,7.5,11.2,6.6
2024-03-18T09:40:00,383.2,303,0.791,66,1,0,0,0,224,23.7,0,34.8,20.5,1372.5,6.7,45.5,52.2,6.5,88.5,82,72.7,-9.3,48,0,49,50,73.9,7.8,11.5,6.8
2024-03-18T09:50:00,391.1,320.1,0.818,71,1,0,0,0,240.9,23.5,0,35.3,20.4,1380.5,6.8,45.3,52.1,6.9,90.1,83.2,72.7,-10.5,48,0,49,50,75.3,7.3,11,6.4
2024-03-18T10:00:00,398.5,319.1,0.801,70.3,1,0,0,0,238.5,25.1,0,35,20.5,1406.4,6.8,45.5,52.3,7.1,91.1,84,72.7,-11.3,49,0,49,50,74.7,7.9,11,6.4
2024-03-18T10:10:00,391.7,339.8,0.867,76.4,1,0,0,0,259.1,25.1,0,35,20.5,1403,6.7,45.7,52.4,7,91.1,84.1,72.7,-11.4,49,0,49,50,76.3,7.4,10.3,6
2024-03-18T10:20:00,406.9,320.4,0.787,70.7,1,0,0,0,239.9,25.2,0,34.9,20.4,1395.2,7,45.5,52.5,7.2,92,84.8,72.7,-12.1,49,0,49,50,74.9,7.9,10.9,6.4
2024-03-18T10:30:00,421.2,345.5,0.82,78.1,1,0,0,0,264.9,25.1,0,35.1,20.3,1404.1,7.2,45.4,52.6,7.4,92.4,85,72.7,-12.3,49,0,49,50,76.7,7.3,10.2,5.9
2024-03-18T10:40:00,396.9,322.7,0.813,71.3,1,0,0,0,242,25.2,0,34.9,20.5,1400.8,6.8,45.6,52.4,7.2,92.1,84.9,72.7,-12.2,49,0,49,50,75,7.8,10.8,6.3
2024-03-18T10:50:00,405,356.6,0.881,81.4,1,0,0,0,276.2,25.1,0,35,20.3,1408.6,6.9,45.9,52.8,7,92.7,85.7,72.7,-13,49,0,49,50,77.4,7,9.8,5.7
2024-03-18T11:00:00,395.2,344.5,0.872,76.7,1,0,0,0,260.2,26.6,0,37.3,20.4,1437.2,6.6,45.8,52.4,7.2,92.6,85.4,72.7,-12.7,50,0,50,50,75.5,7.7,10.8,5.9
2024-03-18T11:10:00,423.9,339.2,0.8,75.1,1,0,0,0,254.8,26.6,0,37.4,20.3,1432.9,7.1,45.4,52.5,7.2,93.1,85.9,72.7,-13.2,50,0,50,50,75.1,7.8,11,6
2024-03-18T11:20:00,413.2,357.5,0.865,80.5,1,0,0,0,273.2,26.6,0,37.3,20.5,1437.2,6.9,45.8,52.7,7.2,93.5,86.3,72.7,-13.6,50,0,50,50,76.4,7.4,10.4,5.7
2024-03-18T11:30:00,413.5,349.7,0.846,78.2,1,0,0,0,265.4,26.8,0,37.1,20.5,1438.3,6.9,45.8,52.7,7.1,93.3,86.2,72.7,-13.5,50,0,50,50,75.9,7.7,10.6,5.8
2024-03-18T11:40:00,415.7,358.7,0.863,80.9,1,0,0,0,274.3,26.8,0,37.3,20.4,1445.9,6.9,45.7,52.6,7.1,93.3,86.2,72.7,-13.5,50,0,50,50,76.5,7.5,10.4,5.7
2024-03-18T11:50:00,417.9,360.5,0.863,81.4,1,0,0,0,276.1,26.6,0,37.3,20.5,1432.9,7,45.6,52.6,7.5,93.6,86.1,72.7,-13.4,50,0,50,50,76.6,7.4,10.3,5.7
2024-03-18T12:00:00,421.7,354,0.839,79.5,1,0,0,0,269.7,26.7,0,37.1,20.4,1445.9,7,45.6,52.6,7.3,93.5,86.2,72.7,-13.5,50,0,50,50,76.2,7.5,10.5,5.8
2024-03-18T12:10:00,430.5,341.2,0.793,75.7,1,0,0,0,256.8,26.6,0,37.4,20.4,1435,7.2,45.6,52.8,7.3,93.1,85.8,72.7,-13.1,50,0,50,50,75.2,7.8,11,6
2024-03-18T12:20:00,413.2,342.5,0.829,76.1,1,0,0,0,258.3,26.8,0,37.1,20.4,1437.2,6.9,45.7,52.6,7.4,93.3,85.9,72.7,-13.2,50,0,50,50,75.4,7.8,10.8,5.9
2024-03-18T12:30:00,399.1,353.2,0.885,79,1,0,0,0,268.9,26.7,0,37.4,20.3,1429.6,6.7,45.6,52.3,7.3,93.4,86.1,72.7,-13.4,50,0,50,50,76.1,7.6,10.6,5.7
2024-03-18T12:40:00,419.8,353.3,0.842,79.1,1,0,0,0,269.2,26.6,0,37.1,20.5,1439.4,7,45.6,52.6,7.2,93.8,86.6,72.7,-13.9,50,0,50,50,76.2,7.5,10.5,5.8
2024-03-18T12:50:00,408.8,353.3,0.864,79.3,1,0,0,0,269,26.8,0,37.3,20.3,1442.7,6.8,45.8,52.6,7.1,93.6,86.5,72.7,-13.8,50,0,50,50,76.1,7.6,10.5,5.8
2024-03-18T13:00:00,400.9,352.9,0.88,79.3,1,0,0,0,268.9,26.5,0,37.2,20.3,1436.1,6.7,45.7,52.4,7.1,93.6,86.5,72.7,-13.8,50,0,50,50,76.2,7.5,10.5,5.8
2024-03-18T13:10:00,403.3,353.7,0.877,79.5,1,0,0,0,269.6,26.7,0,37.3,20.1,1444.8,6.7,45.7,52.4,7.1,93.7,86.6,72.7,-13.9,50,0,50,50,76.2,7.6,10.5,5.7
2024-03-18T13:20:00,405.7,358.3,0.883,80.7,1,0,0,0,273.7,26.6,0,37.5,20.5,1431.8,6.8,46,52.8,7.1,94,86.9,72.7,-14.2,50,0,50,50,76.4,7.4,10.5,5.7
2024-03-18T13:30:00,421.3,354,0.84,79.5,1,0,0,0,269.6,26.6,0,37.3,20.4,1424.1,7.1,46.2,53.3,7.6,94.6,87,72.7,-14.3,50,0,50,50,76.2,7.5,10.5,5.8
2024-03-18T13:40:00,427.4,359.9,0.842,81.2,1,0,0,0,275.5,26.8,0,37.3,20.3,1444.8,7.1,45.9,53,7.3,93.9,86.6,72.7,-13.9,50,0,50,50,76.5,7.4,10.4,5.6
2024-03-18T13:50:00,417.6,355.3,0.851,80,1,0,0,0,271.4,26.5,0,37.1,20.2,1431.8,7,46.3,53.3,7.3,94.3,87,72.7,-14.3,50,0,50,50,76.4,7.5,10.4,5.7
2024-03-18T14:00:00,436.8,363.4,0.832,82.3,1,0,0,0,279.1,26.8,0,37.1,20.5,1436.1,7.3,46.4,53.7,7.5,93.9,86.4,72.7,-13.7,50,0,50,50,76.8,7.4,10.2,5.6
2024-03-18T14:10:00,440.8,364.4,0.827,82.5,1,0,0,0,279.9,26.7,0,37.4,20.3,1429.6,7.4,46.5,53.9,7.5,94.1,86.6,72.7,-13.9,50,0,50,50,76.8,7.3,10.3,5.6
2024-03-18T14:20:00,433.8,368.1,0.849,83.7,1,0,0,0,284,26.8,0,37,20.3,1426.3,7.3,46.6,53.9,7.4,94.1,86.7,72.7,-14,50,0,50,50,77.2,7.3,10.1,5.5
2024-03-18T14:30:00,433.8,363.2,0.837,82.4,1,0,0,0,279.4,26.6,0,37,20.2,1426.3,7.3,46.5,53.8,7.4,93.9,86.5,72.7,-13.8,50,0,50,50,76.9,7.3,10.2,5.6
2024-03-18T14:40:00,437.4,358.2,0.819,80.8,1,0,0,0,274.1,26.6,0,37.3,20.2,1418.6,7.4,46.8,54.2,7.6,94.5,86.9,72.7,-14.2,50,0,50,50,76.5,7.4,10.4,5.6
2024-03-18T14:50:00,441.5,361.2,0.818,81.6,1,0,0,0,276.8,26.5,0,37.3,20.5,1431.8,7.4,46.8,54.2,7.6,94.4,86.8,72.7,-14.1,50,0,50,50,76.6,7.3,10.3,5.7
2024-03-18T15:00:00,424.5,362.8,0.855,82.1,1,0,0,0,278.6,26.6,0,37.1,20.5,1435,7.1,47.2,54.3,7.5,94.4,86.9,72.7,-14.2,50,0,50,50,76.8,7.3,10.2,5.6
2024-03-18T15:10:00,421.9,365.4,0.866,82.8,1,0,0,0,280.9,26.9,0,37.3,20.4,1426.3,7.1,47.2,54.3,7.5,94.2,86.7,72.7,-14,50,0,50,50,76.9,7.3,10.2,5.6
2024-03-18T15:20:00,448.1,361.7,0.807,81.7,1,0,0,0,277.2,26.8,0,37.3,20.5,1433.9,7.5,47.3,54.8,7.5,94.5,87,72.7,-14.3,50,0,50,50,76.6,7.4,10.3,5.7
2024-03-18T15:30:00,440.4,363.7,0.826,82.4,1,0,0,0,279.6,26.8,0,37,20.4,1428.5,7.4,47.5,54.9,7.5,94.5,87,72.7,-14.3,50,0,50,50,76.9,7.4,10.2,5.6
2024-03-18T15:40:00,432.8,365.8,0.845,82.9,1,0,0,0,281.4,26.8,0,37.4,20.2,1423,7.3,47.1,54.4,7.4,94,86.6,72.7,-13.9,50,0,50,50,76.9,7.3,10.2,5.5
2024-03-18T15:50:00,440.4,366.6,0.832,83.3,1,0,0,0,282.6,26.6,0,37.3,20.1,1428.5,7.4,47.3,54.7,7.5,94,86.5,72.7,-13.8,50,0,50,50,77.1,7.3,10.2,5.5
2024-03-18T16:00:00,418.2,364.2,0.871,82.6,1,0,0,0,280.1,26.7,0,37.2,20.1,1433.9,7,47.4,54.4,7.6,94,86.4,72.7,-13.7,50,0,50,50,76.9,7.3,10.2,5.5
2024-03-18T16:10:00,448.1,365.6,0.816,83,1,0,0,0,281.4,26.6,0,37.4,20.2,1433.9,7.5,47.3,54.8,7.6,93.9,86.3,72.7,-13.6,50,0,50,50,77,7.3,10.2,5.5
2024-03-18T16:20:00,437.5,355,0.812,79.8,1,0,0,0,270.8,26.8,0,37.3,20.2,1438.3,7.3,47.6,54.9,7.6,94,86.4,72.7,-13.7,50,0,50,50,76.3,7.5,10.5,5.7
2024-03-18T16:30:00,448.4,368.5,0.822,83.6,1,0,0,0,284.4,26.6,0,37.2,20.4,1435,7.5,47.5,55,7.5,94,86.5,72.7,-13.8,50,0,50,50,77.2,7.2,10.1,5.5
2024-03-18T16:40:00,432.8,362,0.836,81.6,1,0,0,0,277.8,26.9,0,37.1,20.2,1442.7,7.2,47.6,54.8,7.7,94,86.3,72.7,-13.6,50,0,50,50,76.7,7.4,10.2,5.6
2024-03-18T16:50:00,455.1,358.1,0.787,80.8,1,0,0,0,274.1,26.5,0,37.3,20.2,1437.2,7.6,47.4,55,7.7,94,86.3,72.7,-13.6,50,0,50,50,76.5,7.4,10.4,5.6
2024-03-18T17:00:00,448.8,365.5,0.814,82.9,1,0,0,0,281.1,26.7,0,37.4,20.2,1436.1,7.5,47.1,54.6,7.5,93.5,86,72.7,-13.3,50,0,50,50,76.9,7.3,10.2,5.5
2024-03-18T17:10:00,444.8,364.9,0.82,82.7,1,0,0,0,280.5,26.8,0,37.5,20.2,1442.7,7.4,46.8,54.2,7.6,93.8,86.2,72.7,-13.5,50,0,50,50,76.9,7.3,10.3,5.5
2024-03-18T17:20:00,446.7,366,0.819,83.1,1,0,0,0,282,26.8,0,37.2,20,1429.6,7.5,47,54.5,7.6,94,86.4,72.7,-13.7,50,0,50,50,77,7.3,10.2,5.5
2024-03-18T17:30:00,436.2,364.2,0.835,82.6,1,0,0,0,280.1,26.7,0,37.3,20.1,1433.9,7.3,47.1,54.4,7.6,93.9,86.3,72.7,-13.6,50,0,50,50,76.9,7.3,10.3,5.5
2024-03-18T17:40:00,417.6,359.7,0.861,81.2,1,0,0,0,275.5,26.8,0,37.1,20.4,1431.8,7,47.2,54.2,7.6,93.7,86.1,72.7,-13.4,50,0,50,50,76.6,7.5,10.3,5.7
2024-03-18T17:50:00,450.2,368.1,0.818,83.6,1,0,0,0,283.6,26.8,0,37.3,20.4,1440.5,7.5,46.9,54.4,7.6,93.7,86.1,72.7,-13.4,50,0,50,50,77,7.3,10.1,5.5
2024-03-18T18:00:00,425.4,364,0.856,83.6,1,0,0,0,283.7,25.3,0,34.9,20.2,1398.5,7.3,46.9,54.2,7.7,94,86.3,72.7,-13.6,49,0,49,50,77.9,6.9,9.6,5.6
2024-03-18T18:10:00,419.9,364.5,0.868,83.8,1,0,0,0,284.2,25.1,0,34.8,20.4,1399.7,7.2,46.9,54.1,7.9,94,86.1,72.7,-13.4,49,0,49,50,78,6.9,9.6,5.6
2024-03-18T18:20:00,444.3,364.7,0.821,83.7,1,0,0,0,284.1,25.2,0,35.2,20.3,1403,7.6,46.5,54.1,7.8,93.8,86,72.7,-13.3,49,0,49,50,77.9,6.9,9.7,5.6
2024-03-18T18:30:00,431.6,352.8,0.818,80.3,1,0,0,0,272.5,25.2,0,34.9,20.2,1399.7,7.4,46.4,53.8,7.8,93.6,85.8,72.7,-13.1,49,0,49,50,77.2,7.1,9.9,5.7
2024-03-18T18:40:00,415.4,360.3,0.867,82.6,1,0,0,0,280.3,25.1,0,34.8,20.1,1404.1,7.1,46.3,53.4,7.7,93,85.3,72.7,-12.6,49,0,49,50,77.8,7,9.7,5.6
2024-03-18T18:50:00,418.6,350.3,0.837,79.5,1,0,0,0,269.7,25.2,0,35.1,20.3,1395.2,7.2,45.8,53,7.7,92.8,85.1,72.7,-12.4,49,0,49,50,77,7.2,10,5.8
2024-03-18T19:00:00,388.9,341.2,0.877,77.9,1,0,0,0,264.3,23.6,0,33,20.3,1372.5,6.8,46.1,52.9,7.5,92.6,85.1,72.7,-12.4,48,0,48,50,77.4,6.9,9.7,6
2024-03-18T19:10:00,400.3,342.7,0.856,78.3,1,0,0,0,265.6,23.5,0,33,20.5,1372.5,7,45.6,52.6,7.3,91.6,84.3,72.7,-11.6,48,0,48,50,77.5,6.9,9.6,6
2024-03-18T19:20:00,383.2,304.8,0.796,67.1,1,0,0,0,227.8,23.6,0,33.1,20.4,1372.5,6.7,45.6,52.3,7.1,91.5,84.4,72.7,-11.7,48,0,48,50,74.7,7.7,10.9,6.7
2024-03-18T19:30:00,358.5,304.2,0.848,67,1,0,0,0,227.2,23.7,0,32.8,20.4,1365.6,6.3,45.5,51.8,6.6,90.6,84,72.7,-11.3,48,0,48,50,74.7,7.8,10.8,6.7
